sale_id,product_name,quantity_sold,unit_price,sale_date,customer_id
S01214,Product E,12,380,25/06/2025,C0420
S01215,Product C,13,468,23/03/2025,C0402
S01216,Product B,18,16,20/01/2025,C0339
S01217,Product B,6,20,01/12/2025,C0057
S01218,Product C,19,112,07/02/2025,C0252
S01219,Product A,17,295,09/05/2025,C0293
S01220,Product C,15,424,25/04/2025,C0010
S01221,Product A,19,248,05/04/2025,C0289
S01222,Product D,17,198,13/07/2025,C0123
S01223,Product C,16,226,10/07/2025,C0379
S01224,Product C,14,272,16/06/2025,C0180
S01225,Product B,11,96,19/10/2025,C0141
S01226,Product B,8,486,30/06/2025,C0268
S01227,Product D,18,94,11/02/2025,C0223
S01228,Product A,19,54,08/08/2025,C0149
S01229,Product B,14,136,23/08/2025,C0074
S01230,Product B,6,95,14/10/2025,C0097
S01231,Product D,18,63,15/07/2025,C0498
S01232,Product A,6,289,08/07/2025,C0113
S01233,Product C,2,285,15/01/2025,C0298
S01234,Product B,10,298,04/07/2025,C0272
S01235,Product A,7,204,21/02/2025,C0185
S01236,Product C,18,16,11/08/2025,C0370
S01237,Product A,3,377,18/09/2025,C0293
S01238,Product D,5,123,12/09/2025,C0123
S01239,Product C,10,203,18/10/2025,C0395
S01240,Product D,8,54,15/07/2025,C0267
S01241,Product B,19,444,28/02/2025,C0012
S01242,Product A,15,169,11/11/2025,C0337
S01243,Product E,9,46,19/12/2025,C0287
S01244,Product B,16,411,02/11/2025,C0262
S01245,Product D,5,412,23/09/2025,C0438
S01246,Product E,7,68,02/02/2025,C0310
S01247,Product B,7,55,08/01/2025,C0436
S01248,Product C,17,311,25/09/2025,C0380
S01249,Product A,18,80,02/02/2025,C0401
S01250,Product B,17,303,28/01/2025,C0198
S01251,Product A,4,43,21/04/2025,C0281
S01252,Product C,10,483,31/08/2025,C0048
S01253,Product E,4,213,07/11/2025,C0409
S01254,Product B,15,159,26/10/2025,C0380
S01255,Product D,1,251,08/02/2025,C0478
S01256,Product C,4,156,17/07/2025,C0009
S01257,Product B,3,114,27/05/2025,C0429
S01258,Product C,17,431,02/06/2025,C0314
S01259,Product E,12,289,06/12/2025,C0109
S01260,Product E,9,147,23/03/2025,C0108
S01261,Product B,11,39,08/04/2025,C0279
S01262,Product D,5,112,02/06/2025,C0011
S01263,Product C,13,367,22/03/2025,C0115
S01264,Product E,10,431,31/10/2025,C0464
S01265,Product C,2,402,29/10/2025,C0370
S01266,Product C,14,36,20/07/2025,C0043
S01267,Product C,17,153,13/07/2025,C0024
S01268,Product B,13,484,18/12/2025,C0423
S01269,Product B,1,48,22/12/2025,C0491
S01270,Product B,6,381,24/05/2025,C0336
S01271,Product A,18,299,11/06/2025,C0218
S01272,Product E,3,13,04/03/2025,C0305
S01273,Product E,10,379,19/12/2025,C0396
S01274,Product C,1,304,06/11/2025,C0361
S01275,Product C,5,445,05/02/2025,C0045
S01276,Product D,5,420,04/03/2025,C0030
S01277,Product C,11,357,10/08/2025,C0458
S01278,Product B,18,336,01/11/2025,C0475
S01279,Product D,8,313,02/02/2025,C0237
S01280,Product D,11,231,09/06/2025,C0290
S01281,Product B,15,371,02/07/2025,C0428
S01282,Product A,11,489,20/05/2025,C0174
S01283,Product C,19,143,02/09/2025,C0129
S01284,Product C,13,494,06/12/2025,C0078
S01285,Product E,12,268,04/11/2025,C0269
S01286,Product D,14,169,16/03/2025,C0340
S01287,Product E,11,37,02/12/2025,C0060
S01288,Product A,17,57,29/04/2025,C0190
S01289,Product B,8,37,16/06/2025,C0427
S01290,Product A,7,33,21/02/2025,C0262
S01291,Product E,17,134,09/12/2025,C0337
S01292,Product C,8,69,02/09/2025,C0047
S01293,Product A,13,30,18/08/2025,C0079
S01294,Product B,4,190,06/07/2025,C0319
S01295,Product D,7,75,16/04/2025,C0333
S01296,Product C,10,274,23/10/2025,C0257
S01297,Product C,11,304,14/08/2025,C0384
S01298,Product D,4,125,02/03/2025,C0435
S01299,Product C,15,96,29/07/2025,C0135
S01300,Product C,2,131,29/04/2025,C0193
S01301,Product C,17,379,30/08/2025,C0295
S01302,Product D,6,176,15/03/2025,C0268
S01303,Product B,2,462,31/07/2025,C0109
S01304,Product A,17,472,06/10/2025,C0396
S01305,Product B,8,100,19/10/2025,C0280
S01306,Product A,16,214,14/04/2025,C0201
S01307,Product C,19,477,07/08/2025,C0224
S01308,Product A,8,416,29/01/2025,C0467
S01309,Product A,2,289,29/04/2025,C0241
S01310,Product D,5,457,20/07/2025,C0299
S01311,Product A,10,83,18/11/2025,C0113
S01312,Product C,8,439,02/03/2025,C0189
S01313,Product A,1,146,07/04/2025,C0084
S01314,Product A,3,260,01/06/2025,C0327
S01315,Product A,9,448,02/03/2025,C0227
S01316,Product A,18,436,01/04/2025,C0492
S01317,Product D,7,436,08/02/2025,C0128
S01318,Product A,9,296,24/10/2025,C0224
S01319,Product B,17,188,22/07/2025,C0247
S01320,Product C,12,232,27/11/2025,C0482
S01321,Product C,18,323,23/10/2025,C0024
S01322,Product A,5,178,26/04/2025,C0450
S01323,Product C,18,183,09/11/2025,C0180
S01324,Product A,4,268,03/07/2025,C0392
S01325,Product B,4,221,15/04/2025,C0265
S01326,Product D,2,258,09/11/2025,C0104
S01327,Product C,12,269,15/06/2025,C0290
S01328,Product A,6,172,08/05/2025,C0341
S01329,Product D,7,219,13/04/2025,C0057
S01330,Product B,2,379,23/12/2025,C0074
S01331,Product D,17,294,18/01/2025,C0326
S01332,Product A,8,94,22/09/2025,C0197
S01333,Product B,5,247,16/01/2025,C0205
S01334,Product A,1,96,19/08/2025,C0054
S01335,Product E,7,232,07/04/2025,C0240
S01336,Product A,17,166,28/04/2025,C0083
S01337,Product B,12,132,05/08/2025,C0297
S01338,Product E,12,428,01/05/2025,C0269
S01339,Product D,6,215,14/07/2025,C0001
S01340,Product B,12,390,01/07/2025,C0471
S01341,Product E,4,33,01/02/2025,C0365
S01342,Product A,9,421,06/02/2025,C0062
S01343,Product E,17,463,11/08/2025,C0375
S01344,Product C,5,213,14/05/2025,C0191
S01345,Product D,15,207,28/10/2025,C0365
S01346,Product E,18,369,06/01/2025,C0361
S01347,Product D,8,211,01/09/2025,C0067
S01348,Product E,4,348,27/05/2025,C0222
S01349,Product C,17,336,21/08/2025,C0001
S01350,Product C,13,131,11/11/2025,C0193
S01351,Product C,7,240,18/08/2025,C0248
S01352,Product D,19,15,27/11/2025,C0268
S01353,Product D,4,321,19/10/2025,C0110
S01354,Product C,6,375,09/12/2025,C0321
S01355,Product B,7,139,12/01/2025,C0286
S01356,Product A,3,490,12/12/2025,C0067
S01357,Product E,6,205,23/03/2025,C0299
S01358,Product A,8,256,07/05/2025,C0249
S01359,Product D,3,102,09/03/2025,C0191
S01360,Product E,2,131,23/11/2025,C0202
S01361,Product C,17,417,04/09/2025,C0413
S01362,Product A,9,99,16/06/2025,C0423
S01363,Product E,8,497,04/09/2025,C0137
S01364,Product E,16,343,02/12/2025,C0066
S01365,Product C,17,383,21/10/2025,C0145
S01366,Product A,14,246,20/02/2025,C0070
S01367,Product E,10,52,30/05/2025,C0279
S01368,Product C,19,20,25/02/2025,C0111
S01369,Product D,9,277,05/02/2025,C0370
S01370,Product A,1,210,20/10/2025,C0046
S01371,Product B,12,84,29/07/2025,C0355
S01372,Product C,15,11,23/03/2025,C0240
S01373,Product E,16,229,03/05/2025,C0091
S01374,Product B,7,453,15/05/2025,C0205
S01375,Product D,19,81,23/10/2025,C0114
S01376,Product D,15,262,03/05/2025,C0282
S01377,Product A,13,187,06/12/2025,C0064
S01378,Product C,7,414,04/07/2025,C0245
S01379,Product C,14,233,01/08/2025,C0406
S01380,Product C,1,305,30/06/2025,C0435
S01381,Product D,18,379,22/02/2025,C0345
S01382,Product C,13,21,12/04/2025,C0284
S01383,Product A,4,41,08/04/2025,C0070
S01384,Product C,2,78,18/06/2025,C0341
S01385,Product C,19,103,30/11/2025,C0096
S01386,Product A,8,198,25/04/2025,C0377
S01387,Product B,19,496,27/11/2025,C0122
S01388,Product D,10,488,23/10/2025,C0375
S01389,Product B,4,132,12/03/2025,C0415
S01390,Product B,1,122,23/04/2025,C0152
S01391,Product D,4,152,30/01/2025,C0386
S01392,Product D,9,294,27/08/2025,C0474
S01393,Product A,11,182,15/08/2025,C0043
S01394,Product E,4,366,05/03/2025,C0011
S01395,Product A,15,310,08/01/2025,C0462
S01396,Product C,18,326,02/11/2025,C0226
S01397,Product A,4,393,06/06/2025,C0202
S01398,Product C,17,494,08/06/2025,C0154
S01399,Product D,11,306,27/05/2025,C0075
S01400,Product C,5,190,26/02/2025,C0458
S01401,Product B,1,47,09/08/2025,C0168
S01402,Product C,7,256,01/09/2025,C0416
S01403,Product B,15,420,26/09/2025,C0426
S01404,Product B,14,423,27/03/2025,C0151
S01405,Product C,4,413,15/11/2025,C0097
S01406,Product A,8,284,22/01/2025,C0306
S01407,Product A,6,200,20/08/2025,C0446
S01408,Product E,13,73,03/02/2025,C0222
S01409,Product B,4,247,24/03/2025,C0288
S01410,Product A,4,282,09/08/2025,C0147
S01411,Product C,12,363,05/05/2025,C0378
S01412,Product C,3,139,09/12/2025,C0359
S01413,Product A,1,132,06/07/2025,C0106
S01414,Product B,17,255,06/05/2025,C0267
S01415,Product B,1,129,08/05/2025,C0004
S01416,Product C,5,154,19/10/2025,C0092
S01417,Product B,11,240,31/08/2025,C0273
S01418,Product A,9,449,30/10/2025,C0126
S01419,Product C,2,160,13/05/2025,C0032
S01420,Product C,9,204,04/07/2025,C0337
S01421,Product D,15,14,11/01/2025,C0265
S01422,Product C,3,162,08/08/2025,C0369
S01423,Product C,3,253,23/12/2025,C0303
S01424,Product D,18,236,15/10/2025,C0198
S01425,Product C,10,204,18/04/2025,C0413
S01426,Product D,13,388,23/10/2025,C0257
S01427,Product E,14,31,11/09/2025,C0411
S01428,Product C,4,257,07/05/2025,C0231
S01429,Product B,17,401,17/11/2025,C0038
S01430,Product C,9,78,06/12/2025,C0057
S01431,Product D,8,50,28/04/2025,C0001
S01432,Product C,17,261,27/11/2025,C0134
S01433,Product C,5,102,15/07/2025,C0048
S01434,Product D,4,324,16/04/2025,C0154
S01435,Product D,15,361,23/12/2025,C0201
S01436,Product B,6,45,23/06/2025,C0492
S01437,Product E,17,497,19/03/2025,C0452
S01438,Product D,3,373,02/04/2025,C0144
S01439,Product C,5,344,25/05/2025,C0094
S01440,Product A,16,394,04/10/2025,C0151
S01441,Product B,11,198,14/04/2025,C0319
S01442,Product E,13,187,17/11/2025,C0063
S01443,Product B,4,140,09/12/2025,C0014
S01444,Product C,8,278,06/12/2025,C0248
S01445,Product E,16,20,25/11/2025,C0393
S01446,Product C,18,283,27/02/2025,C0441
S01447,Product C,7,456,15/08/2025,C0060
S01448,Product B,15,215,29/12/2025,C0423
S01449,Product B,18,120,02/01/2025,C0081
S01450,Product E,2,35,25/01/2025,C0252
S01451,Product B,17,71,26/05/2025,C0463
S01452,Product A,1,138,02/07/2025,C0467
S01453,Product A,19,97,05/06/2025,C0491
S01454,Product B,8,112,23/06/2025,C0103
S01455,Product B,10,394,25/05/2025,C0110
S01456,Product C,2,483,09/07/2025,C0175
S01457,Product A,6,289,21/10/2025,C0423
S01458,Product B,14,395,07/06/2025,C0276
S01459,Product D,9,327,09/05/2025,C0203
S01460,Product A,19,348,04/09/2025,C0062
S01461,Product D,6,359,18/01/2025,C0165
S01462,Product B,10,88,10/04/2025,C0005
S01463,Product B,8,129,09/04/2025,C0278
S01464,Product A,7,311,02/10/2025,C0247
S01465,Product A,19,453,20/07/2025,C0362
S01466,Product C,9,304,17/02/2025,C0052
S01467,Product E,4,178,14/11/2025,C0404
S01468,Product B,7,380,22/09/2025,C0170
S01469,Product C,13,310,13/01/2025,C0314
S01470,Product C,4,62,06/01/2025,C0480
S01471,Product D,8,31,10/08/2025,C0057
S01472,Product B,11,362,01/06/2025,C0261
S01473,Product B,13,486,30/12/2025,C0117
S01474,Product E,13,68,30/04/2025,C0157
S01475,Product D,5,31,01/01/2025,C0316
S01476,Product C,13,118,28/05/2025,C0498
S01477,Product D,18,116,04/02/2025,C0113
S01478,Product C,13,93,29/04/2025,C0349
S01479,Product A,4,170,01/11/2025,C0304
S01480,Product C,17,171,02/11/2025,C0399
S01481,Product D,2,52,08/07/2025,C0233
S01482,Product E,13,315,18/04/2025,C0047
S01483,Product A,19,60,29/11/2025,C0340
S01484,Product D,3,14,16/10/2025,C0385
S01485,Product B,15,161,01/12/2025,C0119
S01486,Product C,14,167,25/04/2025,C0493
S01487,Product D,5,206,17/09/2025,C0082
S01488,Product A,4,57,13/05/2025,C0406
S01489,Product C,4,343,23/01/2025,C0128
S01490,Product C,6,267,25/12/2025,C0434
S01491,Product B,18,321,25/07/2025,C0466
S01492,Product C,8,57,25/09/2025,C0287
S01493,Product B,19,453,29/10/2025,C0432
S01494,Product A,9,394,21/12/2025,C0299
S01495,Product C,17,440,23/04/2025,C0317
S01496,Product C,16,188,17/04/2025,C0074
S01497,Product E,3,266,20/11/2025,C0038
S01498,Product C,5,257,15/12/2025,C0023
S01499,Product E,15,315,17/06/2025,C0019
S01500,Product A,3,387,23/11/2025,C0120
S01501,Product D,13,215,16/01/2025,C0483
S01502,Product A,6,276,26/09/2025,C0243
S01503,Product D,11,370,09/01/2025,C0199
S01504,Product D,15,332,22/03/2025,C0102
S01505,Product C,3,103,21/12/2025,C0364
S01506,Product B,17,458,17/11/2025,C0079
S01507,Product B,12,146,16/08/2025,C0168
S01508,Product A,17,320,24/07/2025,C0370
S01509,Product E,5,227,07/12/2025,C0189
S01510,Product A,2,471,24/01/2025,C0005
S01511,Product D,14,137,14/03/2025,C0449
S01512,Product B,13,410,19/11/2025,C0297
S01513,Product C,3,81,31/03/2025,C0490
S01514,Product E,14,150,22/09/2025,C0230
S01515,Product C,10,283,14/09/2025,C0404
S01516,Product E,1,351,07/01/2025,C0036
S01517,Product D,18,52,14/06/2025,C0191
S01518,Product D,6,87,06/11/2025,C0342
S01519,Product E,7,337,10/10/2025,C0112
S01520,Product E,7,18,07/02/2025,C0278
S01521,Product B,6,92,20/04/2025,C0066
S01522,Product E,3,448,09/09/2025,C0240
S01523,Product C,16,111,14/03/2025,C0174
S01524,Product D,9,331,18/11/2025,C0136
S01525,Product A,16,493,16/09/2025,C0080
S01526,Product D,19,177,27/04/2025,C0437
S01527,Product A,1,436,06/04/2025,C0346
S01528,Product E,18,398,22/10/2025,C0013
S01529,Product C,8,292,26/04/2025,C0238
S01530,Product D,17,22,19/04/2025,C0102
S01531,Product D,18,348,11/04/2025,C0050
S01532,Product D,5,232,23/04/2025,C0128
S01533,Product A,3,151,09/12/2025,C0022
S01534,Product B,10,252,17/01/2025,C0141
S01535,Product D,14,420,12/09/2025,C0090
S01536,Product D,12,306,18/07/2025,C0184
S01537,Product E,1,347,29/05/2025,C0279
S01538,Product E,6,377,27/09/2025,C0324
S01539,Product A,5,43,17/08/2025,C0167
S01540,Product D,16,28,10/01/2025,C0061
S01541,Product C,2,440,17/08/2025,C0138
S01542,Product E,13,479,13/06/2025,C0120
S01543,Product B,3,117,03/06/2025,C0385
S01544,Product A,11,155,12/04/2025,C0239
S01545,Product C,11,260,05/02/2025,C0270
S01546,Product B,12,41,08/11/2025,C0299
S01547,Product C,18,491,11/11/2025,C0202
S01548,Product D,17,377,22/06/2025,C0002
S01549,Product E,16,299,07/07/2025,C0289
S01550,Product B,8,39,21/11/2025,C0387
S01551,Product A,9,199,22/02/2025,C0108
S01552,Product D,6,453,23/08/2025,C0138
S01553,Product D,18,312,20/07/2025,C0135
S01554,Product A,8,374,27/08/2025,C0228
S01555,Product B,3,477,31/10/2025,C0091
S01556,Product B,11,330,13/08/2025,C0273
S01557,Product D,16,458,26/06/2025,C0164
S01558,Product A,10,467,26/01/2025,C0066
S01559,Product C,18,146,12/06/2025,C0050
S01560,Product C,7,156,17/11/2025,C0314
S01561,Product A,18,408,23/07/2025,C0056
S01562,Product A,4,79,08/10/2025,C0414
S01563,Product D,8,474,02/10/2025,C0064
S01564,Product A,13,82,15/06/2025,C0061
S01565,Product B,9,150,24/03/2025,C0174
S01566,Product A,11,303,17/04/2025,C0120
S01567,Product C,19,71,12/01/2025,C0086
S01568,Product D,17,115,28/10/2025,C0205
S01569,Product B,5,316,22/01/2025,C0092
S01570,Product E,11,145,25/02/2025,C0085
S01571,Product D,15,206,06/09/2025,C0377
S01572,Product A,10,392,26/03/2025,C0168
S01573,Product A,6,150,21/04/2025,C0449
S01574,Product B,10,453,16/09/2025,C0418
S01575,Product E,1,160,08/01/2025,C0463
S01576,Product C,3,95,10/07/2025,C0189
S01577,Product A,15,226,27/03/2025,C0305
S01578,Product A,11,244,01/10/2025,C0298
S01579,Product E,6,273,25/09/2025,C0468
S01580,Product A,2,259,03/02/2025,C0190
S01581,Product C,19,142,20/05/2025,C0146
S01582,Product A,18,191,01/03/2025,C0369
S01583,Product A,17,108,02/03/2025,C0474
S01584,Product E,5,161,26/12/2025,C0340
S01585,Product B,6,30,23/02/2025,C0160
S01586,Product D,16,224,06/03/2025,C0423
S01587,Product D,17,155,25/09/2025,C0413
S01588,Product C,15,62,08/02/2025,C0056
S01589,Product C,6,301,17/11/2025,C0418
S01590,Product D,19,265,26/07/2025,C0490
S01591,Product C,17,354,06/07/2025,C0079
S01592,Product E,4,97,09/03/2025,C0329
S01593,Product E,1,492,18/04/2025,C0462
S01594,Product C,18,432,17/02/2025,C0048
S01595,Product C,9,322,13/05/2025,C0079
S01596,Product E,6,194,20/11/2025,C0457
S01597,Product A,6,197,18/07/2025,C0200
S01598,Product E,12,411,28/07/2025,C0371
S01599,Product E,17,290,04/08/2025,C0352
S01600,Product E,12,408,10/01/2025,C0306
S01601,Product A,19,382,12/09/2025,C0147
S01602,Product C,16,31,17/02/2025,C0222
S01603,Product B,4,226,03/12/2025,C0498
S01604,Product B,13,419,03/10/2025,C0018
S01605,Product D,6,132,06/12/2025,C0020
S01606,Product A,8,76,23/10/2025,C0166
S01607,Product D,13,475,30/07/2025,C0461
S01608,Product B,4,247,02/12/2025,C0278
S01609,Product B,7,338,19/11/2025,C0353
S01610,Product C,11,151,04/03/2025,C0105
S01611,Product B,17,442,04/11/2025,C0366
S01612,Product E,4,326,04/07/2025,C0073
S01613,Product A,11,438,13/06/2025,C0389
S01614,Product E,17,397,19/09/2025,C0205
S01615,Product E,19,427,22/05/2025,C0463
S01616,Product C,5,301,15/07/2025,C0332
S01617,Product C,8,72,26/03/2025,C0008
S01618,Product E,17,105,11/04/2025,C0407
S01619,Product D,7,334,31/01/2025,C0413
S01620,Product B,2,207,11/04/2025,C0484
S01621,Product A,3,352,19/12/2025,C0259
S01622,Product E,5,158,16/09/2025,C0484
S01623,Product E,15,233,18/06/2025,C0274
S01624,Product C,6,157,21/01/2025,C0161
S01625,Product C,8,126,11/07/2025,C0297
S01626,Product C,5,451,10/02/2025,C0103
S01627,Product E,19,118,14/03/2025,C0192
S01628,Product D,16,436,13/12/2025,C0130
S01629,Product A,7,306,02/09/2025,C0243
S01630,Product B,1,483,08/10/2025,C0333
S01631,Product B,6,237,10/04/2025,C0341
S01632,Product B,19,275,07/07/2025,C0238
S01633,Product A,17,337,11/10/2025,C0280
S01634,Product A,5,20,14/06/2025,C0110
S01635,Product E,19,422,02/04/2025,C0117
S01636,Product A,15,387,29/08/2025,C0353
S01637,Product C,16,74,20/04/2025,C0490
S01638,Product A,17,100,27/08/2025,C0433
S01639,Product E,9,168,01/02/2025,C0111
S01640,Product E,17,229,09/12/2025,C0303
S01641,Product B,2,421,13/08/2025,C0241
S01642,Product E,12,11,09/07/2025,C0104
S01643,Product E,9,149,06/12/2025,C0044
S01644,Product E,16,175,19/10/2025,C0433
S01645,Product B,14,343,02/02/2025,C0170
S01646,Product B,19,98,18/12/2025,C0057
S01647,Product D,4,77,10/03/2025,C0023
S01648,Product D,7,281,23/08/2025,C0288
S01649,Product E,15,18,12/12/2025,C0008
S01650,Product A,8,229,30/11/2025,C0388
S01651,Product D,16,19,23/03/2025,C0394
S01652,Product A,2,231,09/10/2025,C0024
S01653,Product D,5,186,17/07/2025,C0433
S01654,Product A,17,13,27/05/2025,C0432
S01655,Product A,9,378,20/06/2025,C0096
S01656,Product E,7,430,06/10/2025,C0288
S01657,Product D,17,38,15/11/2025,C0453
S01658,Product A,4,57,21/02/2025,C0086
S01659,Product C,1,155,02/04/2025,C0473
S01660,Product E,19,118,19/12/2025,C0425
S01661,Product D,12,469,26/01/2025,C0416
S01662,Product D,15,260,14/07/2025,C0377
S01663,Product E,19,60,09/07/2025,C0041
S01664,Product D,17,95,27/08/2025,C0422
S01665,Product D,19,239,21/01/2025,C0140
S01666,Product D,5,137,05/07/2025,C0413
S01667,Product E,7,136,21/02/2025,C0091
S01668,Product E,11,222,21/02/2025,C0260
S01669,Product A,12,264,16/08/2025,C0081
S01670,Product E,4,251,10/03/2025,C0491
S01671,Product A,4,51,08/12/2025,C0435
S01672,Product C,13,307,05/05/2025,C0374
S01673,Product E,9,296,13/09/2025,C0228
S01674,Product E,10,351,30/04/2025,C0331
S01675,Product E,12,455,26/07/2025,C0120
S01676,Product C,4,147,21/08/2025,C0367
S01677,Product C,12,373,22/06/2025,C0375
S01678,Product E,11,318,06/09/2025,C0221
S01679,Product B,7,33,06/11/2025,C0254
S01680,Product E,5,450,02/11/2025,C0316
S01681,Product B,2,306,05/12/2025,C0381
S01682,Product B,17,131,04/07/2025,C0269
S01683,Product A,13,153,12/01/2025,C0277
S01684,Product C,15,291,18/10/2025,C0142
S01685,Product B,9,17,08/09/2025,C0353
S01686,Product B,16,249,13/12/2025,C0344
S01687,Product C,15,179,24/03/2025,C0473
S01688,Product C,5,222,12/04/2025,C0390
S01689,Product E,11,281,31/07/2025,C0392
S01690,Product D,3,236,20/04/2025,C0125
S01691,Product B,3,423,22/01/2025,C0229
S01692,Product B,4,97,05/03/2025,C0339
S01693,Product B,7,67,06/01/2025,C0202
S01694,Product D,18,192,30/06/2025,C0048
S01695,Product E,4,22,19/10/2025,C0454
S01696,Product E,4,252,17/03/2025,C0478
S01697,Product E,5,297,14/10/2025,C0464
S01698,Product A,10,195,16/05/2025,C0234
S01699,Product B,11,222,07/10/2025,C0393
S01700,Product B,16,463,23/04/2025,C0173
S01701,Product D,6,419,26/09/2025,C0019
S01702,Product E,16,154,08/10/2025,C0281
S01703,Product C,2,428,12/08/2025,C0330
S01704,Product C,3,404,04/08/2025,C0127
S01705,Product C,12,427,29/12/2025,C0106
S01706,Product A,4,186,09/06/2025,C0234
S01707,Product D,14,132,24/10/2025,C0327
S01708,Product C,3,258,12/01/2025,C0475
S01709,Product E,4,421,23/03/2025,C0101
S01710,Product C,15,265,14/10/2025,C0083
S01711,Product C,3,478,10/11/2025,C0473
S01712,Product D,10,143,16/01/2025,C0269
S01713,Product D,1,333,27/08/2025,C0040
S01714,Product A,2,188,27/06/2025,C0069
S01715,Product D,9,307,18/10/2025,C0107
S01716,Product C,3,220,18/07/2025,C0339
S01717,Product E,14,329,13/05/2025,C0394
S01718,Product C,1,337,03/08/2025,C0302
S01719,Product C,19,294,21/05/2025,C0416
S01720,Product B,15,458,15/06/2025,C0127
S01721,Product B,1,151,15/06/2025,C0123
S01722,Product B,18,462,03/07/2025,C0267
S01723,Product D,4,332,31/10/2025,C0357
S01724,Product C,12,478,05/12/2025,C0461
S01725,Product D,15,373,13/12/2025,C0129
S01726,Product C,11,67,14/03/2025,C0314
S01727,Product B,16,397,09/04/2025,C0207
S01728,Product C,6,473,13/06/2025,C0339
S01729,Product D,8,187,25/05/2025,C0353
S01730,Product D,18,257,02/08/2025,C0499
S01731,Product A,12,218,28/02/2025,C0191
S01732,Product E,15,307,11/01/2025,C0265
S01733,Product C,1,302,06/11/2025,C0336
S01734,Product E,13,105,21/07/2025,C0278
S01735,Product A,8,267,14/07/2025,C0336
S01736,Product E,18,38,12/11/2025,C0068
S01737,Product B,4,397,14/07/2025,C0114
S01738,Product C,5,21,20/12/2025,C0298
S01739,Product A,6,30,14/01/2025,C0067
S01740,Product D,5,25,10/08/2025,C0313
S01741,Product E,18,193,23/12/2025,C0403
S01742,Product D,8,359,05/05/2025,C0205
S01743,Product C,17,167,29/10/2025,C0165
S01744,Product D,4,127,13/02/2025,C0500
S01745,Product C,4,84,22/02/2025,C0236
S01746,Product A,11,25,04/08/2025,C0090
S01747,Product A,2,369,10/08/2025,C0464
S01748,Product D,15,80,28/03/2025,C0282
S01749,Product E,1,383,16/01/2025,C0061
S01750,Product C,10,14,13/06/2025,C0120
S01751,Product D,4,245,29/06/2025,C0390
S01752,Product D,5,498,20/02/2025,C0025
S01753,Product D,10,44,27/03/2025,C0473
S01754,Product E,6,192,04/09/2025,C0172
S01755,Product B,9,97,27/09/2025,C0464
S01756,Product D,9,454,31/01/2025,C0496
S01757,Product A,9,387,14/03/2025,C0089
S01758,Product A,12,89,03/12/2025,C0485
S01759,Product B,6,439,25/09/2025,C0128
S01760,Product C,18,408,17/08/2025,C0162
S01761,Product A,3,361,09/10/2025,C0024
S01762,Product A,5,160,30/04/2025,C0012
S01763,Product D,15,272,08/07/2025,C0412
S01764,Product A,9,441,19/06/2025,C0402
S01765,Product D,18,249,11/02/2025,C0001
S01766,Product A,11,83,28/12/2025,C0217
S01767,Product B,12,454,21/02/2025,C0339
S01768,Product E,17,379,12/01/2025,C0129
S01769,Product B,15,366,18/04/2025,C0139
S01770,Product C,8,384,28/09/2025,C0335
S01771,Product E,5,54,09/02/2025,C0499
S01772,Product A,10,163,31/10/2025,C0419
S01773,Product B,7,332,15/03/2025,C0292
S01774,Product C,19,93,10/11/2025,C0387
S01775,Product D,10,452,02/08/2025,C0433
S01776,Product C,10,339,20/10/2025,C0295
S01777,Product D,10,380,02/12/2025,C0075
S01778,Product B,12,355,03/07/2025,C0218
S01779,Product B,1,54,19/03/2025,C0334
S01780,Product E,19,403,15/05/2025,C0241
S01781,Product B,4,40,20/02/2025,C0337
S01782,Product A,12,17,30/01/2025,C0469
S01783,Product D,12,182,30/01/2025,C0405
S01784,Product B,15,150,13/03/2025,C0126
S01785,Product A,2,164,26/03/2025,C0335
S01786,Product C,7,372,14/10/2025,C0222
S01787,Product A,8,385,23/02/2025,C0457
S01788,Product D,1,98,03/09/2025,C0490
S01789,Product E,15,181,21/02/2025,C0141
S01790,Product D,13,149,09/04/2025,C0429
S01791,Product E,5,73,26/09/2025,C0022
S01792,Product C,10,346,28/08/2025,C0096
S01793,Product E,18,32,05/05/2025,C0296
S01794,Product E,5,241,15/03/2025,C0079
S01795,Product D,18,363,22/09/2025,C0215
S01796,Product B,1,342,30/06/2025,C0422
S01797,Product E,18,353,03/10/2025,C0232
S01798,Product D,10,247,16/09/2025,C0140
S01799,Product D,12,236,10/10/2025,C0109
S01800,Product D,16,237,13/03/2025,C0383
S01801,Product E,4,484,15/02/2025,C0050
S01802,Product D,7,117,05/06/2025,C0168
S01803,Product D,8,240,27/10/2025,C0376
S01804,Product E,5,401,14/04/2025,C0490
S01805,Product D,2,41,01/02/2025,C0185
S01806,Product E,19,406,15/09/2025,C0017
S01807,Product B,6,356,26/10/2025,C0114
S01808,Product B,14,331,28/05/2025,C0242
S01809,Product E,10,232,22/03/2025,C0014
S01810,Product B,18,261,28/11/2025,C0383
S01811,Product E,16,276,03/02/2025,C0462
S01812,Product E,11,257,18/07/2025,C0308
S01813,Product C,4,324,18/09/2025,C0485
S01814,Product E,19,55,27/01/2025,C0500
S01815,Product D,9,75,31/07/2025,C0446
S01816,Product E,16,217,01/05/2025,C0150
S01817,Product E,7,343,26/11/2025,C0146
S01818,Product D,16,282,08/05/2025,C0102
S01819,Product E,10,99,16/07/2025,C0134
S01820,Product C,12,43,10/06/2025,C0223
